0,1,2,3,4,5,6,7,8,9
NFU1,FAM212A,EBF1,ALDH1A1,BLCAP,MGMT,CLIP1,RWDD4,PNRC1,HMBOX1
CASP4,CYB5B,DENND1C,MID1IP1,ELP5,MED30,TBC1D23,TMEM222,PMEPA1,IRF8
CMTM5,MRPL43,RIOK2,RARA,VPS28,CCT4,CRTC2,PIK3R1,INVS,SLC40A1
BAG5,NFIC,TCEAL8,UBE2K,CDC40,SSBP1,OAT,ABHD13,TNK1,GPX1
MANBA,FBXO7,BACE2,ARF4,AIM2,CASC4,GABARAPL2,PHACTR4,TNFRSF1B,FAM120A
IFT20,SNX20,TBCK,ADAM10,TREX1,CD9,MCUR1,TRIP11,ZRANB3,GIMAP5
TYW5,ODC1,ZNF232,USP19,ADD1,ZNF682,ARMCX5,ZNF561,FANCI,ARL2
ISOC2,SHOC2,RP11-367G6.3,ELP5,FEM1A,TMEM138,NFATC1,BLZF1,NMNAT3,UBE3A
ECSIT,MVB12A,RP11-496I9.1,LINC00936,TMEM234,VIPR1,SREBF1,PPP6C,USP30,TMEM205
RNF14,PKN2,SLBP,NUDT16L1,ISCA2,ORAI1,CCDC91,CAMK1D,NDUFB10,SNX29P2
MPV17,FAM96B,ZBTB10,CRIP2,CEACAM4,N4BP2L1,DENND5A,ING5,C1QB,RGL2
NAT9,ECSIT,ABHD12,YWHAE,ADPRM,ANKRD54,HCFC2,MORF4L2,AL590452.1,BLCAP
UBE2Q1,CTNNBIP1,EIF5B,PQBP1,AP003733.1,DYNLL2,BLCAP,THAP2,SIVA1,IRF9
MTERFD1,DNASE1L3,NT5C,BLOC1S1,NAPRT1,ATP10D,LRRC8C,DENND5A,CD37,UBIAD1
IRF9,CXCL3,HERPUD2,TMEM140,TCTA,ADPRM,MPP6,ATP5H,ZAP70,RBM4
FAM96B,FIZ1,PEX19,RIOK2,CITED4,AGPAT1,SDHB,RBM25,SELL,JKAMP
SPPL2A,WDFY3,SIRT1,RGS14,PAXIP1-AS1,LIX1L,ATP10D,FNBP4,IDUA,GBP4
TIMM10B,CLEC4C,CRIP3,TBCB,C12orf10,C19orf52,TARSL2,DSCR3,ZNF45,CWC27
ESAM,LY6G6F,HGD,DERL1,PCMT1,NARS,ZCCHC10,SDPR,DPY30,MARCH6
CASC4,SLC22A4,SNTA1,PARL,HMG20A,NPHP3,APH1B,UBE2K,F5,CCL4
NEK8,FAXDC2,CAMK2N1,PCMT1,CDV3,PPIB,AC113189.5,SNHG8,YWHAB,CASC3
LUC7L,GUSB,RP11-432I5.1,CSRP1,C16orf13,HNRNPH3,PTGES2,XPOT,MGMT,ARL6IP5
COL6A2,RP11-164H13.1,RP11-527L4.5,PPIL2,C4orf3,HIST1H2BD,TPM1,GNPTAB,VAMP5,MARCKSL1
MBNL1-AS1,PTGDS,PRICKLE1,DNMT3A,LPGAT1,API5,PCNX,TMEM140,MYOM2,ACD
RAB21,DESI1,AP001462.6,ABT1,UTP6,ST3GAL2,PEX16,TMEM234,ZSWIM6,FBXO25
WDYHV1,F2R,SNX29P2,STK38,RP5-1073O3.7,RPPH1,MRPL21,TMED4,WDR44,LAIR1
SERAC1,PTGES2,THOC7,NFIC,NDUFS1,ZMAT3,RNF14,CHERP,FRY-AS1,NR3C1
ILF3,GNPTAB,MVD,RP11-545I5.3,FNBP4,NDUFAF4,HDLBP,EWSR1,LONRF1,BEX4
RP11-398C13.6,RNASEH2B,MALT1,ABCB1,TBCK,C12orf10,AP3M2,NARS,EBF1,SDCCAG8
PTGDR2,ZBED5-AS1,NUPL2,PHKG2,NIT2,PJA1,SLC48A1,CASP4,IL4I1,POLR2K
SPIRE2,WDR45,ST3GAL3,CWC15,GUCD1,SIN3A,ASXL2,CLU,CHMP4A,DRAM2
TSC22D1,IL6,MPP6,MMP9,NFKBIL1,IFFO1,RFC1,TSSC1,TMEM177,DNAJB14
ARIH2OS,UBE2E1,PPP1R8,RIN2,VAPA,TSPAN33,MFSD1,TPD52L2,RASD1,ISCA2
FAM63B,SAMM50,EMB,PDZK1IP1,ZNF688,PCDH9,MRPS33,C16orf80,SAMD1,RCE1
TLE4,RPL22L1,GIMAP4,ANKS1B,PYGO2,DGKZ,RGL2,TMEM102,CTNND1,AKTIP
ZNF263,RAB34,SEPT11,COLGALT2,RMDN3,ISCA2,PIGF,SEPHS2,ELOVL4,ZCCHC11
MLEC,VTI1A,NONO,OTOF,FAM120C,GPKOW,POLD2,RABEP2,KIR2DL3,FCGR3A
BLCAP,ENHO,ITSN2,SMIM5,DYNLL1,PPP6C,SIRT6,USP8,SRP72,TCEAL8
SYVN1,TCP1,ZFAND4,TTC30A,MFF,ECHDC1,ITSN2,CD37,CES4A,OAT
MARCH2,GSTZ1,ACTL6A,ARVCF,DEDD,FNTA,NABP1,RBM5,FLJ00104,CTNNBIP1
NELFB,VAPA,EIF2S1,RFNG,MAP3K7CL,SRSF3,PJA1,ATF7IP2,ID2,STX11
EVA1B,SCGB1C1,DLST,ZNF593,VTI1B,PLEKHA3,LRRK2,LAIR1,EVA1B,LGALS3
CAP1,TINF2,CLU,TRIM8,USP33,TNFRSF17,RP11-421L21.3,CEP120,HINT1,MS4A1
CAPN12,ZNF503,OAT,SPPL2A,SRSF5,USP8,PSMG2,RNF139,ZNF232,CASC4
APH1B,ATP6V1D,LIN52,HBEGF,BLOC1S1,FLJ00104,MALT1,TTC14,TNFRSF17,PLD4
TIMMDC1,GNG3,SAMD12,SHARPIN,MKKS,ICOSLG,ANKHD1,ARSG,EIF3D,GRN
YPEL2,7SK-2,ABHD17B,MRP63,ARRDC3,EIF2B1,KARS,RBM7,KCNG1,SMARCA4
TNFSF10,GABARAPL2,CARS,SLC27A1,TTC3,TAOK2,BANP,GPATCH4,RP11-473I1.5,CCDC22
PPP2R3C,CLEC2B,RHEBL1,SH3GLB1,TMEM14B,FN3KRP,XRRA1,DIDO1,BLM,NAPRT1
ST20,GLRX3,DUS3L,JAKMIP1,RP11-589C21.6,MLLT10,RARS,VPS13A,MARC1,CSRNP1
LILRA4,PSMC4,MOCS2,DNAJA1,ARHGAP18,RABEP2,TTC3,ISOC1,HBA1,HENMT1
RELB,MID1IP1,RP11-142C4.6,KCTD10,C17orf62,RWDD4,CTA-29F11.1,MICU1,EAPP,SHARPIN
COQ7,ANTXR2,PRKAR2B,TIMM10B,CHIC2,CLSTN3,RNF25,TCF12,MRM1,MLLT10
KLF11,VTI1B,ARID4A,SAT2,DAGLB,BTN3A2,CYB561,MAPK1IP1L,SRSF3,ARAP1
GYG1,KIF5B,MRPS33,CTA-29F11.1,PF4,THOC7,DIMT1,KIAA0040,CD79B,EMB
POLR2E,TMEM219,LY6G6F,DDX46,BACH1,RP5-821D11.7,PACSIN2,ZNF567,SLC48A1,SLFN5
UBAP2,USP7,SPATA7,EIF2AK4,FAM96A,SMARCD3,ZNF567,PIGU,ZNF212,PRDM2
PRRG4,SNRPB,MAPK1IP1L,SUMO3,YTHDC1,XRRA1,USP20,S100A12,TRIM23,SELPLG
RAB38,LITAF,C16orf80,CPQ,SETX,LTV1,RP11-111M22.3,PPIL4,PDCD1,CLEC2B
ARG2,HDAC2,SDHAF2,RNF187,LUC7L3,CWC27,PDIK1L,RP11-468E2.4,ENHO,DCAF5
CARHSP1,RPUSD4,CEPT1,RNF139,GMPPA,TTC3,PUM1,MUM1,FASTKD1,GADD45B
MLX,PDHB,EWSR1,RP11-496I9.1,SCGB3A1,CISD1,JAKMIP1,WDR45,FAM120C,GUCD1
FLJ27365,SHARPIN,RP11-554J4.1,SSBP1,TMEM60,KIAA0196,ATXN7L3B,SNAPIN,DTX3,ARL2BP
JAZF1,ETHE1,FNBP4,TMEM199,TMEM208,KPNA1,PAX5,ARRDC3,CCL4L1,GALT
NMNAT3,RAB9A,PWP1,KIF5B,ATP5C1,SCGB3A1,FHL1,VMAC,NAPA-AS1,CD79B
TGOLN2,RASGRP4,ASB8,CNIH4,RBM7,RABL2B,PRUNE,NDUFAF4,ALDH1A1,PQBP1
GTPBP2,CAT,RP11-400F19.6,PLA2G4C,SURF1,DCAF5,RNASEH2B,NNT-AS1,C1orf162,TGOLN2
RFC2,NCOA4,LYRM2,HGD,ARRB2,PRUNE,CRTC1,ZNF688,RP11-70P17.1,CCDC69
SH3BP1,C2orf88,TMCO1,HOMER2,SMIM14,TMX3,RP5-1073O3.7,ZNF493,RP11-554J4.1,NSA2
KCNQ1OT1,SLA,RBM7,CAMK2N1,RABL2B,KLHL24,IP6K1,RMDN3,RP11-706O15.1,PITPNA-AS1
ZNF404,TOP2B,THYN1,TNS1,UQCC1,DNMT3A,MED28,REXO2,NDUFB8-1,NCKAP1L
CPQ,LINC01013,FOPNL,PARS2,HDAC9,ELL,RRS1,FAM210B,PCDH9,C15orf61
HDAC5,GID8,PDZD11,RP11-527L4.5,SLC39A1,TMEM116,IDH1,ARID4A,WDR91,GZMM
PARL,IFIT1,ABCB1,AP001462.6,PNRC1,TMED4,ZYX,RALBP1,LUC7L3,NPRL2
RNF213,DERL1,NDUFA12,FSTL1,DHRS4,SDHAF2,HELQ,FCRL6,C8orf44,VAMP5
S100B,MYADM,TOP1MT,C19orf52,CCDC22,PRNP,PHF3,ZFYVE28,NOG,VPS28
SIK1,LIN52,IDI1,QSOX1,FAM32A,RNASEH2B,CNPY3,ZCCHC9,PTPRCAP,ZNF106
WDR45,HMGXB4,MED30,ECSIT,KCNG1,CCDC174,IGJ,TCL1A,TTN-AS1,MT-ATP6
ZYX,DIAPH1,HMGCL,PCYT1A,SLC25A14,SCAI,TMEM219,ORMDL2,ABCC10,SNHG7
RP5-894A10.2,ARL4A,FNTA,AP003733.1,SNRNP35,PHF12,ZNF561,RFC2,AGO4,SCGB3A1
GOSR2,ACAT2,CPSF3L,DEXI,BBX,ING5,MRPL41,ELP5,SLC19A1,C1orf50
MED30,CD163,PIGU,NUDT5,EIF1AY,MAP2K7,RPL22L1,CDK19,PDIK1L,MRPL43
DHRS4,NFKBIL1,U2SURP,AKTIP,TTN-AS1,GPATCH4,RELB,SWAP70,PPP2R1B,CLIC3
TMTC2,MFSD10,SDPR,ATP5A1,PPIF,SYVN1,HMG20A,KLF13,PLD6,IFIT2
CAPZA2,VPS25,UBE2D3,CTSS,GUSB,PIGL,TMEM80,RCE1,TKTL1,S100A6
TRAPPC12-AS1,STRA13,SCGB1C1,UBE2Q1,ASXL2,NF1,SIAH2,ZBED5-AS1,ADNP,ID2
AIM2,MTIF3,POLR2K,C2orf76,RP11-554J4.1,SUV420H2,CHN2,PNRC1,PTGDS,RNF213
IDH3G,STUB1,TOR1A,TFAM,SUCLG2,GGNBP2,C1QA,PTPRN2,PRR5L,CD96
PTGDS,ALDH1A1,UBAC2,ANAPC13,CEP68,SLC25A14,ANAPC13,CECR5,LIMD2,DOCK10
ACBD3,CTNNBL1,RP11-798G7.6,ADSL,UBE2K,FAM43A,EXOC4,RAB21,BLVRA,SMAP2
AGPAT1,ARF6,AEBP1,ZC3H15,TACR2,VDAC3,ARAP1,DCP2,ABRACL,TNFSF10
USP7,PFDN2,SLC25A12,TMED5,SPOCD1,PPP1R2,CAT,CISH,GBGT1,PCSK7
TACR2,PARVB,GNG3,MPC2,MRPL21,PARP1,PRKCB,LBR,ACTR2,AC010642.1
SPOCD1,SMIM12,INSL3,ITGB7,LMF2,B4GALT4,RWDD4,LRCH4,CTC-444N24.11,YPEL3
PICALM,PICALM,MCF2L,FRAT1,IFIT2,GP9,DNTTIP1,YTHDC1,GPR35,TMEM60
MAP3K7CL,NEFH,BTN3A1,POLR2I,B4GALT4,TASP1,ATG4C,DEF6,ZNF747,FGL2
ATP5SL,CTC-378H22.1,DIMT1,FAM120A,RP5-827C21.4,HMG20A,MRP63,PPP1R2,YEATS2,SCPEP1
FAM43A,SRPR,CDKN2A,RRS1,IL23A,NUDT16L1,POLR2I,VTI1A,CLSTN3,FOLR3
ABI2,CD82,ENTPD3-AS1,OSBPL7,MIS18BP1,IL16,ACOT13,R3HDM1,TRAF3IP3,ZNF32
ACADVL,ATP5A1,PPIG,CMTM7,ILF3-AS1,ABHD17B,ATXN3,NARG2,ICOSLG,UBE2K
CLEC1B,FBXW4,EHMT2,SAMD12,PQBP1,TNFSF12,ANTXR2,MFF,JAKMIP1,NFE2L2
CKS1B,RABIF,RCL1,SLC25A11,PNPLA8,ZNF195,ZNF333,RP11-589C21.6,MTRF1,SLA
C2orf88,GRSF1,GPKOW,STK32C,SNX14,P2RY10,ING5,NAP1L4,FAM98A,CELF1
HEXIM2,PGRMC1,PPP2CA,PRKAR2B,BACE2,RFC1,FAM63B,SAFB2,ERCC6L2,BBX
ZNF92,ABHD5,EFCAB14,HEXIM2,CSRNP1,SCAPER,LYRM4,PEMT,RAD51B,SH3GLB1
STK11IP,CSRNP1,MRPL42,DNASE1L3,EMILIN2,NOL11,CD2,ZNF836,SLC20A2,IL8
TMEM62,FAM120A,AATF,CXCL3,POLR3K,RNF125,GRB2,SNHG12,TRIT1,ZNF688
TUBB1,ARSD,C1orf35,RP1-315G1.3,RBBP6,YPEL3,CHD2,BZRAP1-AS1,RP5-821D11.7,KLF13
AC147651.3,ATXN1L,NFU1,FIZ1,C4orf33,NR2C1,CTD-2267D19.2,STT3A,HBEGF,RAB11B
DENND5B,STX18,BAG5,C1orf198,TUBB1,WHAMM,NUMB,MFSD10,RAD23A,FYB
TRIM8,NDUFA2,MORF4L2,WDFY3,GBP4,TRIM23,C12orf10,PEX19,RP5-887A10.1,SAT1
RP11-162G10.5,PRNP,ERV3-1,RPH3A,FRAT1,DIDO1,YTHDC1,CEP85L,RBM39,LINC00936
ZNF718,TMEM208,SRM,CLEC4C,SRP72,LINC00662,DOCK10,AKR1C3,MED9,APOBEC3A
SENP2,SEPT5,IL27RA,LY6G6F,TXNDC17,RCHY1,THEM4,ST7L,DDI2,ATP6V1D
PLAGL1,ANKRD22,C3orf38,RFPL2,YWHAE,AGO4,QRICH1,NBR1,SLC25A12,TMEM219
C6orf25,GFI1B,PYGO2,SPATA7,CAPZA2,CDKN2A,RGS14,NXT2,CCP110,WDR45
EIF2AK4,KCNK6,LINC01013,SLC22A4,CORO1C,ZNF212,R3HDM2,TMEM18,FBXW4,MS4A6A
NCOR2,CAPZA2,MPHOSPH10,FAXDC2,SCFD1,LAT2,ST7L,RELB,CMTM7,TTC14
MBOAT7,ADNP,RP5-1073O3.7,TMEM208,TMEM205,PPIL4,ADSL,PRDM2,NEIL1,ICAM2
SMS,CLIP1,ACBD3,SAMSN1,YWHAG,CCL4L1,NOC4L,LIX1L,BCDIN3D,IGSF6
MDP1,PDZD11,NR2C2AP,RNF168,LTB4R,ST3GAL3,ODC1,SIVA1,SREBF1,RGS1
PACSIN2,HEMK1,PLA2G12A,CORO7,GINM1,RNF26,CD82,RAB2A,EDC3,TYMP
CHPF2,HBA1,DDX1,PPBP,ICOSLG,BCDIN3D,HCCS,BUB3,DENND6A,WTAP
RNF181,C17orf59,CBX5,ASB8,PCDH9,ARGLU1,RP5-821D11.7,ZNF195,PIGL,SNX20
TCEA2,LYPLA1,C4orf3,NIT1,PACSIN2,UBB,EFCAB14,CTNNB1,TANGO6,TRIM69
PSMB8,DENND5B,TCF12,SMARCA4,TMEM14C,TCF12,CCNG1,MADD,CHN2,SMCHD1
RGL2,ABCC10,MFSD10,HSP90AA1,UBE2E1,FBXO33,RAD23A,PWP1,C2orf76,ANAPC16
AGO4,CDC37,TDG,SUCLG2,EPN1,RP11-102N12.3,PNRC1,SPSB2,STK11IP,CD2
LUC7L3,FAM43A,PIK3R1,CAPZA2,TNRC18,UNC45A,CSRNP1,SCPEP1,RHEBL1,PEX16
SH3GLB1,FCGR3B,ZNF75A,WTAP,IFI35,FNBP4,DAGLB,GID8,DAGLB,AIF1
RIT1,MAT2A,ZNF559,ATP5D,OAS3,ARHGAP24,ZNF106,CD160,IL32,NPC2
CIDEB,PRKCB,ZCCHC10,DNAJB14,GNS,SAFB2,FCER1A,SDCCAG8,CD48,SAT2
KIR2DL3,TANGO6,MRPL19,CWC27,SUMO3,SETD5,POLR3E,CMTM7,BBS2,C4orf3
C4orf33,PCYT1A,HPRT1,MYO9B,SUOX,DNAJC10,XPOT,NSA2,SLC25A14,LDLRAP1
PLCB2,PARL,KCNG1,SCGB1C1,TDRP,GALT,RARA,XXbac-BPG299F13.17,ATG16L1,TACR2
SUOX,NUMB,SPG20,ZNF503,GATA2,DNAJA3,GALK1,ZCCHC11,NELFB,SPOCD1
TDRP,SLC19A1,ERCC6L2,FBXL14,MID1IP1,POLR3E,VPS13C,EXOC4,KRT1,ETHE1
CLU,SAMD3,SARS,MDP1,UCK1,NUPL2,NSA2,C7orf26,ZNF468,UBE2D1
NT5C3A,SLC25A11,GGA2,RHBDD3,SCAI,DOCK10,CRTAP,SLBP,KIR3DL2,PRNP
IDH2,LYAR,CCDC115,INSL3,TRUB2,NOG,PARL,HBP1,ZFX,TYROBP
TMEM189,PRKACB,SPSB2,ACVR2A,ABHD5,KRBOX4,ZNF350,CPQ,PURA,TNFRSF1B
AC074138.3,ZMAT5,RP5-887A10.1,RP5-1073O3.7,PCYT1A,RP11-554J4.1,MLLT10,TDG,RFNG,SMCO4
LTB4R,CDC16,FCER1A,TERF2IP,RAD51B,UBAC2,MAP3K7CL,BRAT1,WDYHV1,SRSF5
PTCRA,COMMD4,CEP120,TIMM17A,ST3GAL3,FUS,THYN1,TCP1,FCRL2,IFI44
DAPP1,VPS13C,LARS,CSRNP1,LSM6,ATF7IP2,DNAJA3,GBP1,GLYCTK,S100A11
ATP6V1C1,MYL9,CAP1,RAB9A,ATP5D,MGA,SAAL1,BAZ2A,ANKRD27,SUOX
BBC3,SNAPIN,VDAC3,MLLT11,RP11-102N12.3,TOP2B,SRSF6,UBAC2,RP5-1028K7.2,AURKC
F2R,PCDH9,C15orf57,CHIC2,HDGF,THYN1,PIK3R1,CTNNBL1,CLYBL,TDRP
ANKRD9,MPV17,DIDO1,GARS,MCUR1,MAGEH1,ITM2A,ZNF350,TRMT61A,GATA2
F13A1,CTNNAL1,OSTC,JTB,SRA1,CHD7,GLB1,HELQ,RP11-138A9.2,FPR1
MAP3K7,CHIC2,CYB561,SGK1,RP11-18H21.1,C12orf45,TOP1MT,MRPL19,ORC2,GIMAP7
BANP,GPS1,OCIAD1,OSTC,PFDN2,BZRAP1-AS1,DNAJC15,ATP6V1D,HEMK1,DYNLT1
ARSD,SH3GLB1,SLFN5,PGM1,MRS2,UIMC1,MYCBP2,C5orf56,POMT1,PVALB
SNX5,CDC42EP3,MMADHC,DTX3,SMC2,BOLA1,PPP1R2,FCRLA,STK17A,RP11-1055B8.7
TMEM80,DNAJC15,TRIT1,MLTK,DENND6A,SRM,ENTPD3-AS1,ATXN3,ARHGEF7,RP11-879F14.2
ATG7,C9orf69,DNAJA3,THEM4,FXN,KIAA1429,SMAP2,CCDC174,KLRC1,LINC00957
PKN2,BAG4,WDR37,MRPL51,FCER1A,UBE3A,SURF6,PRKD2,CDK19,RP11-378J18.3
EID2,NCKAP1L,C9orf37,HENMT1,C12orf45,NEMF,CDK19,APH1B,ENTPD3-AS1,ATP9A
NDUFA10,CTSW,PDIK1L,C16orf54,SNCA,F13A1,TACR2,CD96,ANAPC16,C1orf186
SEPT5,PARP1,FASTKD1,CHN2,HBEGF,CAMK2G,SPOCD1,RP11-727F15.9,FCER1A,RAB6B
ATP5D,HIST1H2AC,POLR3E,SLC6A6,PVALB,PAWR,CD72,ICOS,PITPNM1,SYP
TPM1,HNRNPM,SLC39A14,KIFC3,ECHDC1,WDR91,KIAA1430,CCND2,ABHD17B,RP11-252A24.3
NDUFA2,RP11-139H15.1,RNF125,C2orf88,RP11-1055B8.7,MOCS2,UBE2D1,CEP68,FAM43A,C2CD4D
FAM173A,CNIH4,SPG7,ESAM,RP11-879F14.2,PCSK7,NFE2L2,RPUSD4,RP11-421L21.3,CD48
RP11-164H13.1,DNAJA1,MMD,SERAC1,RP11-378J18.3,DEF6,KCNQ1OT1,RABL2B,ADAL,CDC42EP3
SPTSSB,ALKBH4,PPP2R3C,EGFL7,ATP9A,TACR2,GOT2,EHMT2,CASC7,EAPP
TRPM4,VPS28,SCFD1,PUS7,SYP,SPOCD1,SURF1,PPBP,ZUFSP,RP11-545I5.3
PVALB,EPN1,SRPR,RP11-398C13.6,C2CD4D,OSTC,PPIF,GPKOW,TBC1D23,MMP9
RP11-1055B8.7,DNAJC7,RDH14,GYG1,ARSD,NSMAF,GNG11,CD19,DOHH,BGLAP
RP11-879F14.2,PF4,NFATC1,PCGF1,UBXN1,RRS1,TRIP11,IGLL5,UBE2L6,RIN2
RAB6B,RBM3,HNRNPM,NDUFS1,CD163,DIMT1,MT-ND5,ARHGAP24,CEP120,PDZK1IP1
ACTR2,TPD52L2,RPL39L,CDV3,GSTZ1,AC093323.3,NUDT1,LMF2,DHX8,ANKS1B
RUNDC1,PPIB,WTAP,CIAPIN1,NT5C3A,NR3C1,BCL2A1,PPIG,RNF26,RP11-219B4.7
ENHO,AC010642.1,GIT2,C16orf13,IDH1,OAT,TMEM189,AP3M2,ZNF561,COLGALT2
GALK1,CLU,RPN2,ERI3,NCOA4,ACADM,SNHG12,GMPPA,CD79A,OTOF
TPD52L2,RBCK1,ACP1,SH3KBP1,ZNF528,BACE2,TCF12,MINA,SMYD4,SMIM5
SIGLEC14,GBGT1,TBC1D15,PRNP,KCNK6,ATAD1,POLR3K,ANKRD54,RNF25,TTC30A
HIST1H2AH,DMAP1,ARGLU1,RALY,RILPL2,CHERP,PPP6C,VAPA,SMC2,ARVCF
TMEM208,CHMP4A,CASC7,CCP110,KIAA0040,RPL7L1,IFIT1,FAM107B,RUNDC1,PLA2G4C
MRE11A,RARA,ZNF567,RBPJ,HINT1,SMARCC2,MZB1,IFI35,TMEM102,CRIP3
RP11-545I5.3,LPGAT1,LZTS2,UBE2L6,SNX29P2,DHX9,SNX20,C10orf32,STT3A,HGD
CAMK1D,IDH1,RP11-706O15.1,RP11-138A9.2,KLHL24,ZNF747,SMIM14,SPON2,RCL1,RP1-28O10.1
MLTK,POLR3K,ZNF276,RNF213,C1orf86,DIS3,GRAP,C4orf3,DNMT3A,SNTA1
BGLAP,TAF6L,FBXO21,PGRMC1,SSBP3,TMEM91,SUOX,RNF125,YPEL2,HOMER2
RIN2,CCDC22,PSMD14,NME3,NUMB,ACTL6A,AURKC,SNX14,JAZF1,CAMK2N1
PDZK1IP1,SGK1,FCGR3B,AGPAT1,ZYX,RBM48,TDRP,ICAM2,PEMT,TNS1
RP11-219B4.7,CD47,IL24,TCEAL8,MMP9,ARMCX5,GATA2,ARL6IP5,CTBP2,LINC00886
COLGALT2,ABCC3,UBLCP1,AP3M2,BGLAP,GOT2,QSOX1,PTPN7,UBXN1,PARS2
SMIM5,DOK3,CCDC174,TMEM141,PDZK1IP1,CHD2,TAF1D,MRS2,ZNF493,RP11-432I5.1
CCDC69,SMARCD3,ZCCHC11,NEFH,ANKS1B,ARL2BP,SRSF5,HNRNPM,RP11-468E2.4,RP11-527L4.5
EPN1,YIPF3,RAMP1,NCOA4,RP11-219B4.7,RPUSD2,PPIL4,GLRX3,TCF12,RP11-1000B6.3
HDLBP,FAM32A,SLC4A7,PLCB2,OTOF,RP11-421L21.3,STX11,MAGEH1,SURF6,SHPK-1
PRR5L,POLR2E,ZBP1,CNPY3,SMIM5,AURKC,DOK3,MARCH5,ANKHD1,PRICKLE1
MYL9,HDGF,NOG,PSMA1,ARVCF,GATA2,UBXN1,DEXI,FRAT1,HP
KCTD10,TAOK3,C15orf61,GMPR,NDUFA12,TERF2IP,HDAC9,UBIAD1,NNT-AS1,AP001462.6
JARID2,LAIR1,KIR3DL2,SRP9,MYL9,NR2C2AP,RP13-270P17.3,PCSK7,UQCC1,FSTL1
NUMB,C15orf57,SAMSN1,USP38,SIGLEC14,ZNF32,ADAM28,MLLT11,PDXDC1,IFI30
USP19,TCEA2,RPUSD2,TXNDC17,CHN2,SLC20A2,MDS2,IP6K1,ELL,RP11-142C4.6
CAT,FAM96A,TMEM87B,GADD45B,ZCCHC11,CD163,HVCN1,HERPUD2,UBE2D4,PRKAR2B
FAM212A,ACTR2,PCDH9,RBM3,RELB,ZBP1,NR2C1,RP11-792A8.4,CHD7,AC004257.3
LYPD2,MYO9B,EAPP,LYSMD4,CYP27A1,SNX29P2,TMEM14B,TERF2IP,PDCD2L,TPM2
CXCR1,PMF1,CTNNAL1,MT-ND5,ITPA,ZNF276,PITPNA-AS1,VPS26B,SMARCD3,DNASE1L3
HP,MTCH2,CMTM5,SEPT5,ICOS,SSBP3,GINM1,PRPF31,MED7,CXCL3
FSTL1,TMEM9B,AP3M2,ANKRD22,METTL21A,UBA5,SLC40A1,TRAF3IP3,VMAC,RP1-315G1.3
HOPX,IL17RA,C5orf56,GFI1B,SDCCAG8,RIOK1,DRAM2,DPY30,STK32C,FIZ1
TNFRSF1A,TIMM17A,ACAT2,TRIM14,PRKCD,BTN3A1,AKTIP,EAPP,RBM48,C1orf198
PHPT1,PTCRA,RNASEH2B,MLX,C21orf33,MTERFD2,GPR171,EIF5B,ABI2,RP11-385F7.1
APOBEC3G,NABP1,ADAL,NABP1,TNFRSF1B,METTL8,JUND,KPNA1,FEM1A,WDFY3
DRAM2,RTFDC1,BCDIN3D,IDH3G,RP11-496I9.1,PVALB,PVALB,OAT,IGJ,RPH3A
CSNK2B,KLRB1,PRMT2,GALK1,DICER1,RP11-1055B8.7,RP11-1055B8.7,ATXN7L3B,SAAL1,CLEC4C
RASGRP4,LTB4R,HCFC2,FAM127A,RAB1B,RP11-879F14.2,RP11-879F14.2,IL27RA,ZNF836,LY6G6F
TSPAN33,MFSD1,PRPF31,SLC16A5,LRCH4,LINC00957,LINC00957,DDX56,RP5-827C21.4,THBS1
RAB1B,TIGIT,NXT2,SMIM12,MMD,RP11-378J18.3,RP11-378J18.3,MRPS18A,CD1C,RFPL2
PAX5,LSM6,PPA2,FXN,COLGALT1,ATP9A,ATP9A,OXLD1,KIAA0196,SPATA7
LRRK2,FCRL2,PRNP,LZTS2,STT3A,C1orf186,C1orf186,GBP4,KDM3B,SLC22A4
RABEP2,CCDC124,SMCHD1,GNG11,RIC3,RAB6B,RAB6B,HDAC5,C9orf69,FAXDC2
GSTO1,IDH3G,CCDC12,LAMP3,CRIP3,RP11-252A24.3,SYP,PACS1,NXT2,EML6
C1orf198,HSP90AA1,TRPV2,PRRG2,HGD,C2CD4D,C2CD4D,GFER,RASGRP4,LST1
CLEC4C,SLC39A1,PMEPA1,IQCE,RP1-28O10.1,PWP1,SNX9,SLFN5,DIS3,SCGB1C1
LY6G6F,AP003733.1,PLD6,FCGR3B,CXCR1,USP5,TTPAL,POLR3K,GSTZ1,ZNF503
SLC22A4,CD9,ORAI1,IL24,TNS1,DEXI,FAM96A,ATP6V0E2,DENND5A,RP11-798G7.6
EML6,GAS2L1,MZT1,SLC35A2,LINC00886,PRAF2,TREX1,BCL2A1,SRSF5,AEBP1
GUCD1,ATP5D,INVS,CITED4,RP11-432I5.1,ZNF493,CD79B,HOOK2,ARIH2OS,ZNF841
UQCRC1,CSNK2B,TNK1,FAAH,RP11-527L4.5,TKTL1,H2AFY,IL23A,CEP68,RP11-178G16.4
LSM14B,LRRC59,RNF139,PDIA3,RP11-1000B6.3,NSA2,HIST1H2AH,TACR2,ZNF350,GNG3
NCR1,KIR2DL3,SUCLG2,DYNLL1,PRICKLE1,MNAT1,ARL4A,SPOCD1,PAICS,TCL1B
STK32C,NAPRT1,KIF3A,MTCH2,HP,HIST1H2AH,CEP85L,GPR171,POLR3E,AP003419.16
SIRT6,SAT2,ANKRD27,ZFYVE28,FSTL1,RNF113A,MID1IP1,CGRRF1,MANBA,INSL3
